Checking 4724 menus for changes.


  0 changed, 1 unchanged, 1 unreadable
  0 changed, 2 unchanged, 4 unreadable
  0 changed, 3 unchanged, 4 unreadable
  0 changed, 1211 unchanged, 2503 unreadable
  0 changed, 1212 unchanged, 2505 unreadable
  0 changed, 1213 unchanged, 2509 unreadable
  0 changed, 1214 unchanged, 2510 unreadable
  0 changed, 1215 unchanged, 2510 unreadable
  0 changed, 1216 unchanged, 2514 unreadable
  0 changed, 1217 unchanged, 2514 unreadable
  0 changed, 1218 unchanged, 2515 unreadable
  0 changed, 1219 unchanged, 2515 unreadable
  0 changed, 1220 unchanged, 2515 unreadable
  0 changed, 1221 unchanged, 2520 unreadable
  0 changed, 1222 unchanged, 2523 unreadable
  0 changed, 1223 unchanged, 2523 unreadable
  0 changed, 1224 unchanged, 2523 unreadable
  0 changed, 1225 unchanged, 2524 unreadable
  0 changed, 1226 unchanged, 2524 unreadable
  0 changed, 1227 unchanged, 2532 unreadable
  0 changed, 1228 unchanged, 2537 unreadable
  0 changed, 1229 unchanged, 2542 unreadable
  0 changed, 1230 unchanged, 2542 unreadable
  0 changed, 1231 unchanged, 2544 unreadable
  0 changed, 1232 unchanged, 2545 unreadable
  0 changed, 1233 unchanged, 2545 unreadable
  0 changed, 1234 unchanged, 2547 unreadable
  0 changed, 1235 unchanged, 2550 unreadable
  0 changed, 1236 unchanged, 2557 unreadable
  0 changed, 1237 unchanged, 2557 unreadable
  0 changed, 1238 unchanged, 2557 unreadable
  0 changed, 1239 unchanged, 2557 unreadable
  0 changed, 1240 unchanged, 2561 unreadable
  0 changed, 1241 unchanged, 2561 unreadable
  0 changed, 1242 unchanged, 2564 unreadable
  0 changed, 1243 unchanged, 2565 unreadable
  0 changed, 1244 unchanged, 2566 unreadable
  0 changed, 1245 unchanged, 2571 unreadable
  0 changed, 1246 unchanged, 2572 unreadable
  0 changed, 1247 unchanged, 2573 unreadable
  0 changed, 1248 unchanged, 2573 unreadable
  0 changed, 1249 unchanged, 2573 unreadable
  0 changed, 1250 unchanged, 2573 unreadable
  0 changed, 1251 unchanged, 2573 unreadable
  0 changed, 1252 unchanged, 2574 unreadable
  0 changed, 1253 unchanged, 2574 unreadable
  0 changed, 1254 unchanged, 2574 unreadable
  0 changed, 1255 unchanged, 2574 unreadable
  0 changed, 1256 unchanged, 2576 unreadable
  0 changed, 1257 unchanged, 2576 unreadable
  0 changed, 1258 unchanged, 2576 unreadable
  0 changed, 1259 unchanged, 2576 unreadable
  0 changed, 1260 unchanged, 2576 unreadable
  0 changed, 1261 unchanged, 2577 unreadable
  0 changed, 1262 unchanged, 2577 unreadable
  0 changed, 1263 unchanged, 2577 unreadable
  0 changed, 1264 unchanged, 2579 unreadable
  0 changed, 1265 unchanged, 2580 unreadable
  0 changed, 1266 unchanged, 2582 unreadable
  0 changed, 1267 unchanged, 2589 unreadable
  0 changed, 1268 unchanged, 2592 unreadable
  0 changed, 1269 unchanged, 2594 unreadable
  0 changed, 1270 unchanged, 2594 unreadable
  0 changed, 1271 unchanged, 2598 unreadable
  0 changed, 1272 unchanged, 2598 unreadable
  0 changed, 1273 unchanged, 2599 unreadable
  0 changed, 1274 unchanged, 2601 unreadable
  0 changed, 1275 unchanged, 2602 unreadable
  0 changed, 1276 unchanged, 2602 unreadable
  0 changed, 1277 unchanged, 2602 unreadable
  0 changed, 1278 unchanged, 2603 unreadable
  0 changed, 1279 unchanged, 2603 unreadable
  0 changed, 1280 unchanged, 2613 unreadable
  0 changed, 1281 unchanged, 2618 unreadable
  0 changed, 1282 unchanged, 2621 unreadable
  0 changed, 1283 unchanged, 2621 unreadable
  0 changed, 1284 unchanged, 2622 unreadable
  0 changed, 1285 unchanged, 2622 unreadable
  0 changed, 1286 unchanged, 2623 unreadable
  0 changed, 1287 unchanged, 2623 unreadable
  0 changed, 1288 unchanged, 2623 unreadable
  0 changed, 1289 unchanged, 2624 unreadable
  0 changed, 1290 unchanged, 2624 unreadable
  0 changed, 1291 unchanged, 2627 unreadable
  0 changed, 1292 unchanged, 2627 unreadable
  0 changed, 1292 unchanged, 2630 unreadable
  0 changed, 1293 unchanged, 2633 unreadable
  0 changed, 1294 unchanged, 2640 unreadable
  0 changed, 1295 unchanged, 2640 unreadable
  0 changed, 1296 unchanged, 2642 unreadable
  0 changed, 1297 unchanged, 2642 unreadable
  0 changed, 1298 unchanged, 2642 unreadable
  0 changed, 1299 unchanged, 2642 unreadable
  0 changed, 1300 unchanged, 2644 unreadable
  0 changed, 1301 unchanged, 2647 unreadable
  0 changed, 1302 unchanged, 2647 unreadable
  0 changed, 1303 unchanged, 2647 unreadable
  0 changed, 1304 unchanged, 2651 unreadable
  0 changed, 1305 unchanged, 2659 unreadable
  0 changed, 1306 unchanged, 2667 unreadable
  0 changed, 1307 unchanged, 2668 unreadable
  0 changed, 1308 unchanged, 2669 unreadable
  0 changed, 1309 unchanged, 2670 unreadable
  0 changed, 1310 unchanged, 2672 unreadable
  0 changed, 1311 unchanged, 2672 unreadable
  0 changed, 1312 unchanged, 2672 unreadable
  0 changed, 1313 unchanged, 2673 unreadable
  0 changed, 1314 unchanged, 2676 unreadable
  0 changed, 1315 unchanged, 2679 unreadable
  0 changed, 1316 unchanged, 2680 unreadable
  0 changed, 1317 unchanged, 2683 unreadable
  0 changed, 1318 unchanged, 2686 unreadable
  0 changed, 1319 unchanged, 2690 unreadable
  0 changed, 1320 unchanged, 2690 unreadable
  0 changed, 1321 unchanged, 2690 unreadable
  0 changed, 1322 unchanged, 2691 unreadable
  0 changed, 1323 unchanged, 2691 unreadable
  0 changed, 1324 unchanged, 2691 unreadable
  0 changed, 1325 unchanged, 2696 unreadable
  0 changed, 1326 unchanged, 2696 unreadable
  0 changed, 1327 unchanged, 2699 unreadable
  0 changed, 1328 unchanged, 2699 unreadable
  0 changed, 1329 unchanged, 2699 unreadable
  0 changed, 1330 unchanged, 2699 unreadable
  0 changed, 1331 unchanged, 2700 unreadable
  0 changed, 1332 unchanged, 2700 unreadable
  0 changed, 1333 unchanged, 2701 unreadable
  0 changed, 1333 unchanged, 2702 unreadable
  0 changed, 1333 unchanged, 2703 unreadable
  0 changed, 1334 unchanged, 2703 unreadable
  0 changed, 1335 unchanged, 2706 unreadable
  0 changed, 1336 unchanged, 2710 unreadable
  0 changed, 1337 unchanged, 2712 unreadable
  0 changed, 1338 unchanged, 2716 unreadable
  0 changed, 1339 unchanged, 2716 unreadable
  0 changed, 1340 unchanged, 2716 unreadable
  0 changed, 1341 unchanged, 2718 unreadable
  0 changed, 1342 unchanged, 2725 unreadable
  0 changed, 1343 unchanged, 2728 unreadable
  0 changed, 1344 unchanged, 2728 unreadable
  0 changed, 1345 unchanged, 2730 unreadable
  0 changed, 1346 unchanged, 2734 unreadable
  0 changed, 1347 unchanged, 2734 unreadable
  0 changed, 1347 unchanged, 2739 unreadable
  0 changed, 1348 unchanged, 2739 unreadable
  0 changed, 1349 unchanged, 2742 unreadable
  0 changed, 1350 unchanged, 2742 unreadable
  0 changed, 1351 unchanged, 2745 unreadable
  0 changed, 1352 unchanged, 2749 unreadable
  0 changed, 1353 unchanged, 2759 unreadable
  0 changed, 1354 unchanged, 2762 unreadable
  0 changed, 1355 unchanged, 2763 unreadable
  0 changed, 1356 unchanged, 2763 unreadable
  0 changed, 1357 unchanged, 2764 unreadable
  0 changed, 1358 unchanged, 2766 unreadable
  0 changed, 1359 unchanged, 2766 unreadable
  0 changed, 1360 unchanged, 2766 unreadable
  0 changed, 1361 unchanged, 2767 unreadable
  0 changed, 1362 unchanged, 2767 unreadable
  0 changed, 1363 unchanged, 2767 unreadable
  0 changed, 1364 unchanged, 2767 unreadable
  0 changed, 1365 unchanged, 2767 unreadable
  0 changed, 1366 unchanged, 2769 unreadable
  0 changed, 1367 unchanged, 2773 unreadable
  0 changed, 1368 unchanged, 2774 unreadable
  0 changed, 1368 unchanged, 2776 unreadable
  0 changed, 1369 unchanged, 2779 unreadable
  0 changed, 1370 unchanged, 2779 unreadable
  0 changed, 1371 unchanged, 2780 unreadable
  0 changed, 1372 unchanged, 2790 unreadable
  0 changed, 1373 unchanged, 2798 unreadable
  0 changed, 1374 unchanged, 2801 unreadable
  0 changed, 1375 unchanged, 2803 unreadable
  0 changed, 1376 unchanged, 2803 unreadable
  0 changed, 1377 unchanged, 2805 unreadable
  0 changed, 1378 unchanged, 2807 unreadable
  0 changed, 1379 unchanged, 2811 unreadable
  0 changed, 1380 unchanged, 2811 unreadable
  0 changed, 1381 unchanged, 2811 unreadable
  0 changed, 1382 unchanged, 2812 unreadable
  0 changed, 1383 unchanged, 2813 unreadable
  0 changed, 1384 unchanged, 2813 unreadable
  0 changed, 1385 unchanged, 2818 unreadable
  0 changed, 1386 unchanged, 2818 unreadable
  0 changed, 1387 unchanged, 2826 unreadable
  0 changed, 1388 unchanged, 2826 unreadable
  0 changed, 1389 unchanged, 2827 unreadable
  0 changed, 1390 unchanged, 2827 unreadable
  0 changed, 1391 unchanged, 2827 unreadable
  0 changed, 1392 unchanged, 2828 unreadable
  0 changed, 1393 unchanged, 2828 unreadable
  0 changed, 1394 unchanged, 2829 unreadable
  0 changed, 1395 unchanged, 2829 unreadable
  0 changed, 1396 unchanged, 2831 unreadable
  0 changed, 1397 unchanged, 2831 unreadable
  0 changed, 1398 unchanged, 2831 unreadable
  0 changed, 1399 unchanged, 2831 unreadable
  0 changed, 1400 unchanged, 2832 unreadable
  0 changed, 1401 unchanged, 2833 unreadable
  0 changed, 1402 unchanged, 2837 unreadable
  0 changed, 1403 unchanged, 2841 unreadable
  0 changed, 1404 unchanged, 2842 unreadable
  0 changed, 1405 unchanged, 2846 unreadable
  0 changed, 1406 unchanged, 2846 unreadable
  0 changed, 1407 unchanged, 2848 unreadable
  0 changed, 1408 unchanged, 2848 unreadable
  0 changed, 1409 unchanged, 2851 unreadable
  0 changed, 1410 unchanged, 2851 unreadable
  0 changed, 1411 unchanged, 2853 unreadable
  0 changed, 1412 unchanged, 2854 unreadable
  0 changed, 1413 unchanged, 2855 unreadable
  0 changed, 1414 unchanged, 2855 unreadable
  0 changed, 1414 unchanged, 2860 unreadable
  0 changed, 1415 unchanged, 2861 unreadable
  0 changed, 1416 unchanged, 2861 unreadable
  0 changed, 1417 unchanged, 2865 unreadable
  0 changed, 1418 unchanged, 2865 unreadable
  0 changed, 1419 unchanged, 2865 unreadable
  0 changed, 1420 unchanged, 2868 unreadable
  0 changed, 1421 unchanged, 2869 unreadable
  0 changed, 1422 unchanged, 2869 unreadable
  0 changed, 1423 unchanged, 2873 unreadable
  0 changed, 1423 unchanged, 2874 unreadable
  0 changed, 1424 unchanged, 2876 unreadable
  0 changed, 1425 unchanged, 2880 unreadable
  0 changed, 1426 unchanged, 2880 unreadable
  0 changed, 1427 unchanged, 2880 unreadable
  0 changed, 1428 unchanged, 2894 unreadable
  0 changed, 1429 unchanged, 2896 unreadable
  0 changed, 1430 unchanged, 2905 unreadable
  0 changed, 1431 unchanged, 2910 unreadable
  0 changed, 1432 unchanged, 2911 unreadable
  0 changed, 1433 unchanged, 2912 unreadable
  0 changed, 1434 unchanged, 2916 unreadable
  0 changed, 1435 unchanged, 2919 unreadable
  0 changed, 1436 unchanged, 2920 unreadable
  0 changed, 1437 unchanged, 2922 unreadable
  0 changed, 1438 unchanged, 2924 unreadable
  0 changed, 1439 unchanged, 2928 unreadable
  0 changed, 1440 unchanged, 2931 unreadable
  0 changed, 1441 unchanged, 2932 unreadable
  0 changed, 1442 unchanged, 2933 unreadable
  0 changed, 1443 unchanged, 2939 unreadable
  0 changed, 1444 unchanged, 2940 unreadable
  0 changed, 1445 unchanged, 2942 unreadable
  0 changed, 1446 unchanged, 2943 unreadable
  0 changed, 1447 unchanged, 2943 unreadable
  0 changed, 1448 unchanged, 2948 unreadable
  0 changed, 1449 unchanged, 2954 unreadable
  0 changed, 1450 unchanged, 2954 unreadable
  0 changed, 1451 unchanged, 2955 unreadable
  0 changed, 1451 unchanged, 2959 unreadable
  0 changed, 1452 unchanged, 2959 unreadable
  0 changed, 1453 unchanged, 2963 unreadable
  0 changed, 1454 unchanged, 2984 unreadable
  0 changed, 1455 unchanged, 2984 unreadable
  0 changed, 1456 unchanged, 2984 unreadable
  0 changed, 1457 unchanged, 2984 unreadable
  0 changed, 1458 unchanged, 2986 unreadable
  0 changed, 1459 unchanged, 3023 unreadable
  0 changed, 1460 unchanged, 3024 unreadable
  0 changed, 1461 unchanged, 3024 unreadable
  0 changed, 1462 unchanged, 3024 unreadable
  0 changed, 1463 unchanged, 3037 unreadable
  0 changed, 1464 unchanged, 3043 unreadable
  0 changed, 1465 unchanged, 3045 unreadable
  0 changed, 1466 unchanged, 3047 unreadable
  0 changed, 1467 unchanged, 3054 unreadable
  0 changed, 1468 unchanged, 3055 unreadable
  0 changed, 1469 unchanged, 3067 unreadable
  0 changed, 1470 unchanged, 3069 unreadable
  0 changed, 1471 unchanged, 3070 unreadable
  0 changed, 1472 unchanged, 3070 unreadable
  0 changed, 1473 unchanged, 3070 unreadable
  0 changed, 1474 unchanged, 3070 unreadable
  0 changed, 1474 unchanged, 3071 unreadable
  0 changed, 1475 unchanged, 3071 unreadable
  0 changed, 1476 unchanged, 3071 unreadable
  0 changed, 1477 unchanged, 3075 unreadable
  0 changed, 1478 unchanged, 3075 unreadable
  0 changed, 1479 unchanged, 3075 unreadable
  0 changed, 1480 unchanged, 3075 unreadable
  0 changed, 1481 unchanged, 3076 unreadable
  0 changed, 1482 unchanged, 3076 unreadable
  0 changed, 1483 unchanged, 3078 unreadable
  0 changed, 1484 unchanged, 3079 unreadable
  0 changed, 1485 unchanged, 3080 unreadable
  0 changed, 1486 unchanged, 3080 unreadable
  0 changed, 1487 unchanged, 3081 unreadable
  0 changed, 1488 unchanged, 3081 unreadable
  0 changed, 1489 unchanged, 3083 unreadable
  0 changed, 1490 unchanged, 3087 unreadable
  0 changed, 1491 unchanged, 3090 unreadable
  0 changed, 1492 unchanged, 3090 unreadable
  0 changed, 1493 unchanged, 3092 unreadable
  0 changed, 1494 unchanged, 3092 unreadable
  0 changed, 1495 unchanged, 3093 unreadable
  0 changed, 1496 unchanged, 3094 unreadable
  0 changed, 1497 unchanged, 3095 unreadable
  0 changed, 1498 unchanged, 3095 unreadable
  0 changed, 1499 unchanged, 3095 unreadable
  0 changed, 1500 unchanged, 3095 unreadable
  0 changed, 1501 unchanged, 3095 unreadable
  0 changed, 1502 unchanged, 3101 unreadable
  0 changed, 1503 unchanged, 3101 unreadable
  0 changed, 1504 unchanged, 3101 unreadable
  0 changed, 1505 unchanged, 3101 unreadable
  0 changed, 1506 unchanged, 3103 unreadable
  0 changed, 1507 unchanged, 3103 unreadable
  0 changed, 1508 unchanged, 3103 unreadable
  0 changed, 1509 unchanged, 3103 unreadable
  0 changed, 1510 unchanged, 3107 unreadable
  0 changed, 1511 unchanged, 3108 unreadable
  0 changed, 1512 unchanged, 3108 unreadable
  0 changed, 1513 unchanged, 3109 unreadable
  0 changed, 1514 unchanged, 3110 unreadable
  0 changed, 1515 unchanged, 3111 unreadable
  0 changed, 1516 unchanged, 3111 unreadable
  0 changed, 1517 unchanged, 3112 unreadable
  1 changed, 1517 unchanged, 3114 unreadable
  1 changed, 1518 unchanged, 3116 unreadable
  1 changed, 1519 unchanged, 3116 unreadable
  1 changed, 1520 unchanged, 3117 unreadable
  1 changed, 1521 unchanged, 3120 unreadable
  2 changed, 1521 unchanged, 3120 unreadable
  2 changed, 1522 unchanged, 3121 unreadable
  2 changed, 1523 unchanged, 3121 unreadable
  2 changed, 1524 unchanged, 3122 unreadable
  2 changed, 1525 unchanged, 3123 unreadable
  2 changed, 1526 unchanged, 3123 unreadable
  2 changed, 1527 unchanged, 3125 unreadable
  2 changed, 1528 unchanged, 3125 unreadable
  2 changed, 1529 unchanged, 3128 unreadable
  3 changed, 1529 unchanged, 3128 unreadable
  3 changed, 1530 unchanged, 3131 unreadable
  3 changed, 1531 unchanged, 3132 unreadable
  3 changed, 1532 unchanged, 3134 unreadable
  4 changed, 1532 unchanged, 3136 unreadable
  4 changed, 1533 unchanged, 3137 unreadable
  4 changed, 1534 unchanged, 3139 unreadable
  5 changed, 1534 unchanged, 3141 unreadable
  6 changed, 1534 unchanged, 3141 unreadable
  7 changed, 1534 unchanged, 3142 unreadable
  8 changed, 1534 unchanged, 3143 unreadable
  8 changed, 1535 unchanged, 3145 unreadable
  8 changed, 1536 unchanged, 3147 unreadable
  8 changed, 1537 unchanged, 3150 unreadable
  8 changed, 1538 unchanged, 3152 unreadable
  8 changed, 1539 unchanged, 3152 unreadable
  8 changed, 1540 unchanged, 3153 unreadable
  8 changed, 1541 unchanged, 3153 unreadable
  8 changed, 1542 unchanged, 3153 unreadable
  8 changed, 1543 unchanged, 3154 unreadable
  8 changed, 1544 unchanged, 3155 unreadable
  8 changed, 1545 unchanged, 3155 unreadable
  8 changed, 1546 unchanged, 3156 unreadable
  8 changed, 1547 unchanged, 3158 unreadable
  8 changed, 1548 unchanged, 3158 unreadable
  8 changed, 1549 unchanged, 3158 unreadable
  8 changed, 1550 unchanged, 3158 unreadable
  9 changed, 1550 unchanged, 3158 unreadable
  9 changed, 1551 unchanged, 3158 unreadable
  9 changed, 1552 unchanged, 3158 unreadable
  9 changed, 1553 unchanged, 3160 unreadable
  9 changed, 1554 unchanged, 3161 unreadable

9 menus whose prices have changed since extraction:

164	Phil's BBQ	(high)
	https://philsbbq.com/san-diego-point-loma-phil-s-bbq-food-menu
412	Georges at the Cove	(high)
	https://www.georgesatthecove.com/menu-lunch
195	Fogo de Chão	(high)
	https://fogodechao.com/menu-detail/?location=104&type=menu-dinner&id=4673
166	South Beach Bar & Grille	(high)
	https://southbeachob.com/san-diego-ocean-beach-south-beach-bar-and-grill-food-menu
142	World Famous	(high)
	https://worldfamouspb.com/san-diego-pacific-beach-world-famous-pb-food-menu
174	Bali Hai Restaurant	(high)
	https://balihairestaurant.com/dinner-menu/
93	Casa De Reyes	(high)
	https://casadereyesrestaurant.com/menu/
21	Banbu Sushi Bar & Grill	(high)
	https://www.banbusushi.com/menu
77	Bluewater Boathouse Seafood Restaurant Coronado	(high)
	https://www.bluewatergrill.com/coronado-menu/

These are the ones worth re-extracting. The rest are unchanged.

3161 could not be read by a plain fetch (JS-rendered, blocked, or gone):
  Eddie V's Prime Seafood, Crab Hut, Sushi Deli 3, Fig Tree Cafe, Piatti, Coasterra, Ballast Point Brewing, Waterfront Bar & Grill, Puesto La Jolla, Farmer's Table, Buona Forchetta, Cali BBQ, Mitch's Seafood, City Tacos, Jake's, Italianissimo Trattoria, Le Papagayo, Encontro North Park, True Food Kitchen, Kono's Cafe, and 3141 more
Those need a browser, so they fall back to the slow rotation rather than this check.
